Samples	EnvirTypes	ace	chao1	shannon	simpson	goods_coverage	observed_otus	BioProject	SRA_Study	Depth	Lat	Long	OTUhits	OTUs	percentOTUs	Readshit	Reads	percentReads	percentSize
ERR1591148	NSS	7435.807716	7119.786624	10.87142898	0.998784324	0.798189511	3587	PRJEB15194	ERP016900	0	35.117	138.937	45	712	0.0632	717	10073	0.07118	10
ERR1591155	NSS	6687.349168	6390.273554	10.74943374	0.998596406	0.81575841	3401	PRJEB15194	ERP016900	0	35.117	138.937	46	787	0.05845	564	10082	0.05594	7
ERR1591159	NSS	7123.837801	6842.474878	10.8392454	0.998708939	0.804786763	3529	PRJEB15194	ERP016900	0	35.117	138.937	40	728	0.05495	684	10041	0.06812	7
ERR1591161	NSS	6978.096003	6908.841328	10.82281925	0.998810423	0.797118339	3338	PRJEB15194	ERP016900	0	35.117	138.937	41	697	0.05882	650	10034	0.06478	7
ERR1591169	NSS	7696.97352	7602.457031	10.99144673	0.998908668	0.787848606	3694	PRJEB15194	ERP016900	0	35.117	138.937	46	723	0.06362	693	9906	0.06996	7
ERR1591172	NSS	7182.824421	7109.646865	10.94338724	0.998880124	0.801239182	3610	PRJEB15194	ERP016900	0	35.117	138.937	48	755	0.06358	719	10052	0.07153	10
ERR1591177	NSS	7522.603658	7069.699021	10.92864059	0.998984461	0.793257062	3557	PRJEB15194	ERP016900	0	35.117	138.937	44	733	0.06003	726	10029	0.07239	10
ERR1591178	NSS	7037.717942	6897.136519	10.82288706	0.998680465	0.806280146	3488	PRJEB15194	ERP016900	0	35.117	138.937	44	737	0.0597	703	10056	0.06991	7
ERR1591194	NSS	7392.977377	7127.408784	10.81351254	0.99862134	0.800472953	3535	PRJEB15194	ERP016900	0	35.117	138.937	51	673	0.07578	836	10028	0.08337	10
ERR1591200	NSS	7618.561187	7154.019747	10.91133999	0.998905892	0.795597484	3617	PRJEB15194	ERP016900	0	35.117	138.937	50	706	0.07082	793	10057	0.07885	10
ERR1591203	NSS	6474.38227	6283.761698	10.65293426	0.998447363	0.819944323	3279	PRJEB15194	ERP016900	0	35.117	138.937	45	719	0.06259	941	10079	0.09336	10
ERR1591210	NSS	7184.082617	6968.00339	10.86988094	0.998880669	0.804717445	3513	PRJEB15194	ERP016900	0	35.117	138.937	38	687	0.05531	766	10035	0.07633	10
ERR1591211	NSS	6398.40884	6361.665039	10.5657539	0.998247054	0.808922013	3118	PRJEB15194	ERP016900	0	35.117	138.937	43	695	0.06187	614	10059	0.06104	7
ERR1591218	NSS	7482.974885	7240.624801	10.99428791	0.999014604	0.795167653	3666	PRJEB15194	ERP016900	0	35.117	138.937	46	771	0.05966	646	10018	0.06448	7
ERR1591223	NSS	7301.097043	7023.130435	10.77405912	0.998602228	0.804236453	3465	PRJEB15194	ERP016900	0	35.117	138.937	31	707	0.04385	556	9995	0.05563	7
ERR1591225	NSS	7032.822324	6946.55566	10.82237283	0.998791339	0.794326241	3322	PRJEB15194	ERP016900	0	35.117	138.937	37	690	0.05362	623	10037	0.06207	7
ERR1591226	NSS	7517.813442	7340.979741	11.01272457	0.999073213	0.794866732	3657	PRJEB15194	ERP016900	0	35.117	138.937	39	723	0.05394	597	10004	0.05968	7
ERR1591228	NSS	7299.243402	7202.030405	10.88387654	0.998906166	0.799781399	3523	PRJEB15194	ERP016900	0	35.117	138.937	45	712	0.0632	601	10046	0.05982	7
ERR1591231	NSS	6391.675785	6210.576705	10.45878306	0.998231237	0.82653869	3111	PRJEB15194	ERP016900	0	35.117	138.937	31	659	0.04704	1095	10057	0.10888	13
ERR1591239	NSS	7081.668097	6986.557192	10.75634706	0.998631994	0.805073036	3455	PRJEB15194	ERP016900	0	35.117	138.937	29	722	0.04017	555	10015	0.05542	7
ERR1591245	NSS	7978.281882	7424.12538	11.00265642	0.998965568	0.786894923	3744	PRJEB15194	ERP016900	0	35.117	138.937	34	713	0.04769	588	10009	0.05875	7
ERR1591248	NSS	7597.682624	7493.343806	10.85196864	0.998851352	0.796675192	3535	PRJEB15194	ERP016900	0	35.117	138.937	32	688	0.04651	699	9988	0.06998	7
ERR1591260	NSS	7297.602705	6998.492623	10.86874066	0.998853555	0.801869159	3545	PRJEB15194	ERP016900	0	35.117	138.937	52	754	0.06897	687	10033	0.06847	7
ERR1591264	NSS	6985.924786	6790.10134	10.81371097	0.998816215	0.80907391	3458	PRJEB15194	ERP016900	0	35.117	138.937	40	695	0.05755	557	9994	0.05573	7
ERR1591267	NSS	6916.283234	6746.814558	10.79841992	0.998803572	0.811023622	3428	PRJEB15194	ERP016900	0	35.117	138.937	43	729	0.05898	671	10052	0.06675	7
ERR1591289	NSS	7397.345643	7105.05178	10.92222998	0.998876364	0.798403784	3599	PRJEB15194	ERP016900	0	35.117	138.937	37	732	0.05055	630	10050	0.06269	7
ERR1591293	NSS	7515.80132	7197.820189	10.97392229	0.998978948	0.794780896	3661	PRJEB15194	ERP016900	0	35.117	138.937	41	759	0.05402	571	9982	0.0572	7
ERR1591298	NSS	6882.114049	6870.50381	10.83080361	0.998869654	0.787121468	3264	PRJEB15194	ERP016900	0	35.117	138.937	43	682	0.06305	527	10089	0.05224	7
ERR1591301	NSS	6933.727701	6810.863717	10.76757646	0.998739848	0.807283307	3389	PRJEB15194	ERP016900	0	35.117	138.937	41	699	0.05866	768	10065	0.0763	10
ERR1591308	NSS	6920.851492	6773.471843	10.79922339	0.998629371	0.809251969	3458	PRJEB15194	ERP016900	0	35.117	138.937	28	731	0.0383	522	10037	0.05201	7
ERR1591311	NSS	7264.449217	6946.392857	10.85479794	0.998820919	0.803468781	3497	PRJEB15194	ERP016900	0	35.117	138.937	38	734	0.05177	542	10053	0.05391	7
ERR1591312	NSS	6453.903966	6303.40153	10.54764567	0.998457774	0.824007131	3155	PRJEB15194	ERP016900	0	35.117	138.937	36	680	0.05294	547	9971	0.05486	7
ERR1591319	NSS	7514.380723	7081.891129	10.94415035	0.998972541	0.798840978	3610	PRJEB15194	ERP016900	0	35.117	138.937	41	734	0.05586	656	10052	0.06526	7
ERR1591333	NSS	7669.11346	7321.796875	10.94267438	0.998947303	0.794617425	3629	PRJEB15194	ERP016900	0	35.117	138.937	33	715	0.04615	615	10061	0.06113	7
ERR1591338	NSS	7642.897052	7469.753744	10.91482631	0.998921865	0.793229013	3623	PRJEB15194	ERP016900	0	35.117	138.937	35	701	0.04993	545	10035	0.05431	7
ERR1591339	NSS	7117.007046	6953.084448	10.82082424	0.998744447	0.802288557	3484	PRJEB15194	ERP016900	0	35.117	138.937	35	695	0.05036	677	10049	0.06737	7
ERR1591344	NSS	7547.628491	7376.636364	10.96756465	0.998985144	0.794350059	3634	PRJEB15194	ERP016900	0	35.117	138.937	35	734	0.04768	623	10037	0.06207	7
ERR1591346	NSS	6953.032579	6831.561694	10.62380341	0.998502891	0.811712598	3322	PRJEB15194	ERP016900	0	35.117	138.937	28	649	0.04314	689	10042	0.06861	7
ERR1591347	NSS	7799.771472	7528.503226	10.96247705	0.998927875	0.789208917	3683	PRJEB15194	ERP016900	0	35.117	138.937	42	749	0.05607	618	10024	0.06165	7
ERR1591350	NSS	6942.793761	6760.663415	10.9038487	0.998919501	0.802251293	3494	PRJEB15194	ERP016900	0	35.117	138.937	46	740	0.06216	552	10054	0.0549	7
ERR1591357	NSS	7178.645119	6927.557851	10.87783557	0.998844695	0.804382	3531	PRJEB15194	ERP016900	0	35.117	138.937	24	711	0.03376	598	10107	0.05917	7
ERR1591365	NSS	6993.317263	6682.240291	10.83205245	0.99885319	0.808872713	3468	PRJEB15194	ERP016900	0	35.117	138.937	49	715	0.06853	930	10030	0.09272	10
ERR1591373	NSS	7809.806746	7424.071543	10.93636494	0.998940213	0.78484356	3616	PRJEB15194	ERP016900	0	35.117	138.937	41	710	0.05775	643	10001	0.06429	7
ERR1591381	NSS	7047.298824	6815.068293	10.9262227	0.998954349	0.805807087	3549	PRJEB15194	ERP016900	0	35.117	138.937	41	756	0.05423	659	10044	0.06561	7
ERR1591385	NSS	7126.894702	6962.6125	10.96886541	0.998977701	0.800928212	3613	PRJEB15194	ERP016900	0	35.117	138.937	37	769	0.04811	641	10029	0.06391	7
ERR1591391	NSS	7776.641899	7696.90431	10.9491736	0.998991584	0.792463997	3619	PRJEB15194	ERP016900	0	35.117	138.937	40	720	0.05556	649	10042	0.06463	7
ERR1591396	NSS	7496.407483	6976.761978	10.93909082	0.99895636	0.799566844	3605	PRJEB15194	ERP016900	0	35.117	138.937	35	722	0.04848	531	10033	0.05293	7
ERR1591397	NSS	7521.768015	7385.661642	10.91816362	0.998926766	0.796606826	3596	PRJEB15194	ERP016900	0	35.117	138.937	33	748	0.04412	527	10034	0.05252	7
ERR1591403	NSS	7516.456812	7197.488691	10.92670336	0.998878223	0.796523618	3624	PRJEB15194	ERP016900	0	35.117	138.937	32	696	0.04598	646	10045	0.06431	7
ERR1591408	NSS	7385.251796	7021.049392	10.94497381	0.998830858	0.798052331	3653	PRJEB15194	ERP016900	0	35.117	138.937	39	736	0.05299	599	10035	0.05969	7
ERR1591416	NSW	1536.421615	1524.699387	5.904430254	0.928744838	0.95863699	849	PRJEB15194	ERP016900	0	35.117	138.937	1	251	0.00398	5	10132	0.00049	0
ERR1591423	NSS	6311.727479	6197.524414	9.853813953	0.991504263	0.826982085	3023	PRJEB15194	ERP016900	0	35.117	138.937	38	589	0.06452	737	10049	0.07334	10
ERR1591427	NSS	6408.906228	6529.112108	9.667579812	0.986608876	0.82820941	2964	PRJEB15194	ERP016900	0	35.117	138.937	36	541	0.06654	833	10072	0.0827	10
ERR1591433	NSS	2738.676102	2738.887828	9.160952559	0.990120425	0.925446825	1977	PRJEB15194	ERP016900	0	35.117	138.937	34	713	0.04769	251	10131	0.02478	4
ERR1591438	NSS	5757.24184	5844.230088	9.483133823	0.992978484	0.841547536	2691	PRJEB15194	ERP016900	0	35.117	138.937	22	509	0.04322	275	9919	0.02772	4
ERR1591441	NSS	6566.650372	6427.163286	9.819129665	0.994782479	0.824435014	2959	PRJEB15194	ERP016900	0	35.117	138.937	23	538	0.04275	364	10016	0.03634	7
ERR1591444	NSS	4707.978913	4507.666667	9.355818273	0.988345599	0.86616437	2563	PRJEB15194	ERP016900	0	35.117	138.937	26	611	0.04255	295	10080	0.02927	4
ERR1591447	NSS	5929.069573	5668.443584	9.120843046	0.983688581	0.841633858	2689	PRJEB15194	ERP016900	0	35.117	138.937	31	507	0.06114	554	10061	0.05506	7
ERR1591459	NSS	5054.028718	4899.850099	9.764170536	0.99513195	0.853822314	2614	PRJEB15194	ERP016900	0	35.117	138.937	24	605	0.03967	281	9868	0.02848	4
ERR1591485	NSS	6135.791434	6128.977143	10.27993824	0.994265208	0.807302683	3044	PRJEB15194	ERP016900	0	35.117	138.937	42	644	0.06522	716	10035	0.07135	10
ERR1591490	NSS	7633.347318	7662.231173	10.94680663	0.998890399	0.793550924	3635	PRJEB15194	ERP016900	0	35.117	138.937	45	715	0.06294	651	10043	0.06482	7
ERR1591493	NSS	7628.932299	7342.783282	10.92180274	0.998698677	0.791239148	3687	PRJEB15194	ERP016900	0	35.117	138.937	43	709	0.06065	638	10037	0.06356	7
ERR1591494	NSS	6709.177325	6659.182692	10.53779418	0.996600226	0.814523271	3367	PRJEB15194	ERP016900	0	35.117	138.937	43	671	0.06408	768	10053	0.0764	10
ERR1591497	NSS	6640.404936	6227.586271	9.695182103	0.984147716	0.816444761	3072	PRJEB15194	ERP016900	0	35.117	138.937	39	596	0.06544	742	10068	0.0737	10
ERR1591501	NSS	7561.418726	7315.34358	10.5348433	0.997131269	0.80049334	3410	PRJEB15194	ERP016900	0	35.117	138.937	34	631	0.05388	885	10006	0.08845	10
ERR1591508	NSS	7420.598504	7311.860035	10.74403165	0.998562187	0.798602097	3458	PRJEB15194	ERP016900	0	35.117	138.937	32	654	0.04893	583	10056	0.05798	7
ERR1591514	NSS	7797.93031	7658.71606	10.87081345	0.998506094	0.788939274	3668	PRJEB15194	ERP016900	0	35.117	138.937	42	670	0.06269	602	10040	0.05996	7
ERR1591515	NSS	7038.138072	6990.770147	10.52159475	0.996175629	0.808340728	3377	PRJEB15194	ERP016900	0	35.117	138.937	35	644	0.05435	738	10030	0.07358	10
ERR1591518	NSS	7418.143889	7105.366288	10.8872942	0.998781077	0.799152876	3583	PRJEB15194	ERP016900	0	35.117	138.937	45	681	0.06608	780	10034	0.07774	10
ERR1591521	NSS	6828.184154	6657.822774	10.80303526	0.998750076	0.81223608	3440	PRJEB15194	ERP016900	0	35.117	138.937	49	722	0.06787	945	10062	0.09392	10
ERR1591524	NSS	7466.90656	7090.585987	10.87410445	0.998685607	0.797614353	3599	PRJEB15194	ERP016900	0	35.117	138.937	41	708	0.05791	607	10063	0.06032	7
ERR1591526	NSS	7097.93988	6770.014572	10.06839276	0.990498001	0.810114128	3278	PRJEB15194	ERP016900	0	35.117	138.937	35	602	0.05814	746	10006	0.07456	10
ERR1591529	NSS	7506.54926	7684.163443	10.46387977	0.995250978	0.798428799	3413	PRJEB15194	ERP016900	0	35.117	138.937	41	679	0.06038	723	10023	0.07213	10
ERR1591531	NSS	7144.999669	6777.779051	10.77258733	0.998666811	0.806353265	3469	PRJEB15194	ERP016900	0	35.117	138.937	44	700	0.06286	726	10026	0.07241	10
ERR1591541	NSS	6764.858037	6532.742609	10.75318902	0.998642344	0.80545968	3303	PRJEB15194	ERP016900	0	35.117	138.937	42	721	0.05825	545	10013	0.05443	7
ERR1591548	NSS	8031.069223	7803.592687	10.95445816	0.998945697	0.78661666	3675	PRJEB15194	ERP016900	0	35.117	138.937	30	683	0.04392	468	10015	0.04673	7
ERR1591551	NSS	7733.275924	7528.070557	10.73726236	0.998038532	0.793561725	3558	PRJEB15194	ERP016900	0	35.117	138.937	38	660	0.05758	948	10033	0.09449	10
ERR1591557	NSS	7062.872488	6574.362647	10.50115277	0.996977363	0.810856073	3363	PRJEB15194	ERP016900	0	35.117	138.937	41	675	0.06074	953	10060	0.09473	10
ERR1591562	NSS	6737.394707	6618.304569	10.76306469	0.998448922	0.812734082	3432	PRJEB15194	ERP016900	0	35.117	138.937	45	692	0.06503	880	10029	0.08775	10
ERR1591563	NSS	5900.101491	5867.751174	10.27312058	0.996486182	0.77877095	2642	PRJEB15194	ERP016900	0	35.117	138.937	35	517	0.0677	640	10067	0.06357	7
ERR1591564	NSS	7495.558126	7173.414384	10.70262231	0.99819256	0.796989463	3454	PRJEB15194	ERP016900	0	35.117	138.937	43	651	0.06605	767	10057	0.07627	10
ERR1591569	NSS	7407.427749	6993.0729	10.92560357	0.998957731	0.799546441	3588	PRJEB15194	ERP016900	0	35.117	138.937	43	732	0.05874	641	9996	0.06413	7
ERR1591571	NSS	6833.861401	6581.191529	10.51825177	0.997735748	0.807246377	3232	PRJEB15194	ERP016900	0	35.117	138.937	38	624	0.0609	741	10034	0.07385	10
ERR1591576	NSS	6923.814647	6477.907216	10.67597687	0.99851734	0.815262227	3333	PRJEB15194	ERP016900	0	35.117	138.937	26	684	0.03801	599	10076	0.05945	7
ERR1591577	NSS	6824.518785	6634.000942	10.40258818	0.997025292	0.816211957	3234	PRJEB15194	ERP016900	0	35.117	138.937	40	631	0.06339	656	10054	0.06525	7
ERR1591583	NSS	6950.45325	6666.956637	10.47673773	0.997132247	0.811995273	3332	PRJEB15194	ERP016900	0	35.117	138.937	36	645	0.05581	872	10027	0.08697	10
ERR1591584	NSS	7010.525259	6852.165821	10.81063171	0.998579485	0.808119532	3477	PRJEB15194	ERP016900	0	35.117	138.937	47	702	0.06695	746	10094	0.07391	10
ERR1591587	NSS	7485.926854	7147.491352	10.97411969	0.998922269	0.796458436	3655	PRJEB15194	ERP016900	0	35.117	138.937	52	734	0.07084	726	10048	0.07225	10
ERR1591590	NSS	6485.833789	6402.809339	9.700474135	0.985224422	0.822936233	3071	PRJEB15194	ERP016900	0	35.117	138.937	33	576	0.05729	853	10033	0.08502	10
ERR1591591	NSS	7129.815118	6915.58	9.83508828	0.984618364	0.81009048	3247	PRJEB15194	ERP016900	0	35.117	138.937	42	609	0.06897	1050	10055	0.10443	13
ERR1591595	NSS	6028.763553	6006.676407	9.325210054	0.982118742	0.836433422	2840	PRJEB15194	ERP016900	0	35.117	138.937	38	539	0.0705	1315	10081	0.13044	13
ERR1591597	NSS	6247.437728	5993.188825	9.851812932	0.990208806	0.830120008	3025	PRJEB15194	ERP016900	0	35.117	138.937	31	595	0.0521	912	10078	0.09049	10
ERR1591599	NSS	6375.603822	5972.518812	9.383354281	0.97940444	0.83099007	2928	PRJEB15194	ERP016900	0	35.117	138.937	26	536	0.04851	885	10060	0.08797	10
ERR1591603	NSS	6914.621782	6522.03125	10.70225044	0.998460519	0.800106157	3280	PRJEB15194	ERP016900	0	35.117	138.937	33	622	0.05305	692	10044	0.0689	7
ERR1591604	NSS	7674.811656	7558.70364	10.78799469	0.998094249	0.793032182	3596	PRJEB15194	ERP016900	0	35.117	138.937	36	689	0.05225	683	10036	0.06806	7
ERR1591606	NSS	7251.869272	7251.7487	10.65039845	0.997490704	0.80256917	3463	PRJEB15194	ERP016900	0	35.117	138.937	41	672	0.06101	741	10006	0.07406	10
ERR1591607	NSS	6361.49825	6149.450664	10.1262325	0.993183716	0.826934436	3098	PRJEB15194	ERP016900	0	35.117	138.937	39	644	0.06056	914	10054	0.09091	10
ERR1591611	NSS	7454.792329	7252.217728	10.76530075	0.998611988	0.799271869	3505	PRJEB15194	ERP016900	0	35.117	138.937	36	696	0.05172	777	10067	0.07718	10
ERR1591612	NSS	7781.767699	7396.321541	10.93077232	0.99886966	0.790001968	3680	PRJEB15194	ERP016900	0	35.117	138.937	50	699	0.07153	745	10040	0.0742	10
ERR1591614	NSS	7402.416552	7189.224959	10.89267876	0.998746691	0.797988761	3597	PRJEB15194	ERP016900	0	35.117	138.937	42	718	0.0585	809	10032	0.08064	10
ERR1591618	NSS	7195.387509	6967.903226	10.7125381	0.998492249	0.806813706	3414	PRJEB15194	ERP016900	0	35.117	138.937	44	677	0.06499	851	10049	0.08469	10
ERR1591621	NSS	7214.429016	7124.496672	10.90858362	0.998905523	0.800944138	3573	PRJEB15194	ERP016900	0	35.117	138.937	40	704	0.05682	672	10049	0.06687	7
ERR1591624	NSS	7400.481466	7342.968903	10.7207684	0.996596929	0.796461052	3589	PRJEB15194	ERP016900	0	35.117	138.937	45	694	0.06484	664	10004	0.06637	7
ERR1591628	NSS	6668.330698	6531.363636	10.79700087	0.998695064	0.814767223	3409	PRJEB15194	ERP016900	0	35.117	138.937	46	721	0.0638	971	10007	0.09703	10
ERR1591633	NSS	6927.113762	6754.680605	10.36357547	0.994388507	0.811357831	3353	PRJEB15194	ERP016900	0	35.117	138.937	43	648	0.06636	800	10057	0.07955	10
ERR1591639	NSS	6818.873355	6609.775583	10.43466341	0.996646551	0.814833054	3288	PRJEB15194	ERP016900	0	35.117	138.937	44	674	0.06528	676	10022	0.06745	7
ERR1591643	NSS	7343.606749	7004.951115	10.76257615	0.99874056	0.803412902	3453	PRJEB15194	ERP016900	0	35.117	138.937	37	691	0.05355	555	9967	0.05568	7
ERR1591645	NSS	7731.432036	7387.349835	10.73780966	0.997752924	0.793550924	3593	PRJEB15194	ERP016900	0	35.117	138.937	48	706	0.06799	609	10028	0.06073	7
ERR1591646	NSS	7277.744784	6882.28125	10.44085432	0.996030861	0.80627397	3373	PRJEB15194	ERP016900	0	35.117	138.937	41	634	0.06467	616	10018	0.06149	7
ERR1591650	NSS	6993.450739	6833.036219	10.43410294	0.994923987	0.808881449	3386	PRJEB15194	ERP016900	0	35.117	138.937	43	641	0.06708	754	10038	0.07511	10
ERR1591662	NSS	7343.528182	7084.030782	10.86729133	0.998768311	0.80116096	3558	PRJEB15194	ERP016900	0	35.117	138.937	37	696	0.05316	761	10038	0.07581	10
ERR1591664	NSS	7050.737802	6890.026699	10.76235161	0.998066092	0.804743083	3525	PRJEB15194	ERP016900	0	35.117	138.937	42	688	0.06105	800	9997	0.08002	10
ERR1591669	NSS	7175.429084	7115.246924	10.75974943	0.998550333	0.803429027	3449	PRJEB15194	ERP016900	0	35.117	138.937	38	709	0.0536	844	10009	0.08432	10
ERR1591671	NSS	6506.223035	6261.039389	10.76707452	0.998652236	0.81773399	3395	PRJEB15194	ERP016900	0	35.117	138.937	34	725	0.0469	746	10013	0.0745	10
ERR1591672	NSS	6744.559761	6525.583765	10.61733392	0.998023115	0.814950495	3329	PRJEB15194	ERP016900	0	35.117	138.937	41	681	0.06021	809	10000	0.0809	10
ERR1591674	NSS	6541.157787	6263.134984	10.68520599	0.998587777	0.818714612	3312	PRJEB15194	ERP016900	0	35.117	138.937	37	666	0.05556	944	9963	0.09475	10
ERR1591675	NSS	6998.204107	6788.976804	10.82773729	0.998875089	0.810271605	3430	PRJEB15194	ERP016900	0	35.117	138.937	38	725	0.05241	763	10009	0.07623	10
ERR1591679	NSS	7650.96766	7363.79932	10.59118331	0.997208846	0.794265445	3535	PRJEB15194	ERP016900	0	35.117	138.937	52	675	0.07704	1228	10050	0.12219	13
ERR1591680	NSS	7327.538368	7078.512712	10.88173506	0.998877972	0.80226378	3527	PRJEB15194	ERP016900	0	35.117	138.937	44	723	0.06086	724	10070	0.0719	10
ERR1591687	NSS	4316.046076	4201.371014	8.686964041	0.977974593	0.803434178	1924	PRJEB15194	ERP016900	0	35.117	138.937	28	366	0.0765	336	10078	0.03334	7
ERR1591688	NSS	7140.671587	6867.07976	10.70466224	0.998411227	0.806397638	3441	PRJEB15194	ERP016900	0	35.117	138.937	36	697	0.05165	736	10034	0.07335	10
ERR1591692	NSS	7310.634806	6928.637739	10.79585822	0.998324374	0.801140834	3557	PRJEB15194	ERP016900	0	35.117	138.937	37	705	0.05248	650	10039	0.06475	7
ERR1591704	NSS	7567.362784	7290.537705	10.92119407	0.99889196	0.795212766	3618	PRJEB15194	ERP016900	0	35.117	138.937	41	722	0.05679	618	10026	0.06164	7
ERR1591712	NSS	7339.590943	6959.239695	10.95201397	0.998924856	0.798423645	3639	PRJEB15194	ERP016900	0	35.117	138.937	40	753	0.05312	607	10034	0.06049	7
ERR1591715	NSS	7705.565336	7317.289263	10.97115335	0.998982992	0.793706981	3655	PRJEB15194	ERP016900	0	35.117	138.937	35	745	0.04698	595	10032	0.05931	7
ERR1591718	NSS	7610.788786	7190.045383	10.98209342	0.99898903	0.794488189	3672	PRJEB15194	ERP016900	0	35.117	138.937	47	729	0.06447	812	10048	0.08081	10
ERR1591721	NSS	6631.149967	6430.825487	10.7575312	0.998638559	0.813416979	3349	PRJEB15194	ERP016900	0	35.117	138.937	43	746	0.05764	697	10028	0.06951	7
ERR1591722	NSS	6700.105745	6642.748054	10.50124759	0.997907617	0.819820707	3197	PRJEB15194	ERP016900	0	35.117	138.937	31	659	0.04704	526	10015	0.05252	7
ERR1591723	NSS	7160.94911	7120.371406	10.97111253	0.999027842	0.800418911	3575	PRJEB15194	ERP016900	0	35.117	138.937	36	756	0.04762	707	9884	0.07153	10
ERR1593300	NSS	3912.380395	3885.720739	10.2852511	0.998381002	0.890035728	2538	PRJEB15216	ERP016925	0	40.748	-74.001	58	836	0.06938	755	9972	0.07571	10
ERR1593317	NSS	4423.793309	4349.255424	10.28975465	0.998039942	0.874962698	2675	PRJEB15216	ERP016925	0	40.748	-74.001	63	778	0.08098	852	9962	0.08552	10
ERR1593321	NSS	3144.975933	3205.988172	10.10264624	0.997788297	0.913620931	2296	PRJEB15216	ERP016925	0	40.748	-74.001	56	861	0.06504	455	9965	0.04566	7
ERR1593324	NSS	3302.788081	3343.373272	9.980221632	0.997576193	0.908973339	2238	PRJEB15216	ERP016925	0	40.748	-74.001	44	797	0.05521	511	9947	0.05137	7
ERR1593329	NSS	3797.569446	3744.917647	10.09781113	0.997494938	0.892743222	2486	PRJEB15216	ERP016925	0	40.826	-73.94	48	803	0.05978	554	9936	0.05576	7
ERR1593332	NSS	3919.018885	3991.327051	10.21816851	0.998259038	0.88898854	2484	PRJEB15216	ERP016925	0	40.826	-73.94	46	829	0.05549	453	9952	0.04552	7
ERR1593334	NSS	4235.85784	4224.128231	10.32330863	0.998325512	0.879753748	2648	PRJEB15216	ERP016925	0	40.826	-73.94	57	796	0.07161	826	9920	0.08327	10
ERR1593342	NSS	4472.836675	4449.1361	10.2993713	0.998072838	0.871756636	2724	PRJEB15216	ERP016925	0	40.826	-73.94	30	791	0.03793	406	9919	0.04093	7
ERR1593351	NSS	4223.264332	4256.041578	10.2990895	0.99836554	0.880167765	2588	PRJEB15216	ERP016925	0	40.826	-73.94	43	801	0.05368	507	9908	0.05117	7
ERR1593356	NSS	4323.501022	4149.321429	10.12980072	0.997661031	0.877808709	2576	PRJEB15216	ERP016925	0	40.638	-74.074	53	697	0.07604	558	9973	0.05595	7
ERR1593361	NSS	4854.425583	4738.68618	10.36985449	0.998194992	0.862277827	2809	PRJEB15216	ERP016925	0	40.638	-74.074	60	758	0.07916	681	9879	0.06893	7
ERR1593370	NSS	4432.39797	4398.367804	10.06737812	0.997026997	0.874614389	2583	PRJEB15216	ERP016925	0	40.638	-74.074	50	710	0.07042	575	9953	0.05777	7
ERR1593392	NSS	3956.620601	3923.320611	10.25172685	0.998015161	0.886996594	2591	PRJEB15216	ERP016925	0	40.671	-73.935	48	847	0.05667	398	9866	0.04034	7
